restaurant_id,name,city,state,neighborhood,address,phone,official_website,official_instagram,official_facebook,google_business_url,ordering_url,cuisine,tags,status,last_checked,notes
joseph-s-italian-bistro,Joseph's Italian Bistro,Southport,NC,,,,https://www.josephsitalianbistro.com/,,,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
flava-s-ice-cream,Flava's Ice Cream,Southport,NC,,,,https://www.flavasicecream.com/,,,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
live-oak-cafe,Live Oak Cafe,Southport,NC,,,,,,https://www.facebook.com/p/Live-Oak-Cafe-100054595563479/,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
southport-market-moore-street-market-spike-s-dairy-bar,Southport Market / Moore Street Market / Spike's Dairy Bar,Southport,NC,,,,,,,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
indochine-express-southport,Indochine Express Southport,Southport,NC,,,,https://indochineexpress.com/,,,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
sawmill-cafe,Sawmill Cafe,Southport,NC,,,,https://sawmillcafeandcatering.com/lunch-dinner-menu/,,,,,,southport intake,needs_review,,User-provided consolidated Southport/Oak Island intake; Codex did not fetch or verify source.
gourmet-to-go-southport,Gourmet to Go & Catered Affairs,Southport,NC,Southport,,,https://gourmettogosouthport.com/daily-menu,,,,,,candidate_only;daily-menu,needs_review,2026-06-03,Official site emphasizes changing daily menu. No specific deal/discount verified yet. Monitor for named specials.
the-thai-peppers-southport,The Thai Peppers,Southport,NC,Southport,,,https://thethaipeppers.com/,,,,,Thai,candidate_only;newer-restaurant,needs_review,2026-06-03,Newer Southport restaurant. Official site shows address and all-day menu last updated 05/2026. No special found yet.
taste-of-china-southport,Taste of China,Southport,NC,Southport,,,https://www.tasteofchina5204.com/,,,,,Chinese,candidate_only,needs_review,2026-06-03,Official site confirms Southport address and ordering link. Ordering page not parseable into specials. Try browser capture.
castuccis-italian-joint,Castucci's Italian Joint,Southport,NC,Southport area,,,,,https://www.facebook.com/castuccis/,,,Italian,candidate_only;social-primary,needs_review,2026-06-03,Official Facebook signals specials change frequently. No current dated/priced special found. Capture current Facebook specials post if available.
bambinis-pizzeria-southport,Bambini's Pizzeria,Southport,NC,Southport,,,https://bambinisrestaurant.com/,,,,,Pizza,candidate_only,needs_review,2026-06-03,"Official site confirms Southport location. Wednesday missions day item is a tips/donation signal, not a food deal. Do not add unless food special appears."
eggs-up-grill-southport,Eggs Up Grill,Southport,NC,Southport,,,https://locations.eggsupgrill.com/nc/southport/66/,,,,,Breakfast,candidate_only;franchise,needs_review,2026-06-03,Official Southport location page and menu are live. No specific food special with price/day/time found. Monitor for limited-time offers.
josephs-italian-bistro-southport,Joseph's Italian Bistro,Southport,NC,Southport,,,https://www.josephsitalianbistro.com/,,,,,Italian,candidate_only,needs_review,2026-06-03,Official site confirms Southport restaurant and menu. No current special with price/day/time published. Keep as restaurant candidate only.
flavas-ice-cream-southport,Flava's Ice Cream,Southport,NC,Southport,,,https://www.flavasicecream.com/,,,,,Dessert,low_priority_candidate_only;dessert,needs_review,2026-06-03,Official site is current and local but dessert-focused. Include only if Forkcast wants dessert/sweets specials.
live-oak-cafe-southport,Live Oak Cafe,Southport,NC,Southport,,,,,https://www.facebook.com/p/Live-Oak-Cafe-100054595563479/,,,,candidate_only;social-primary;blocked,needs_review,2026-06-03,Official social/discovery exists. No current priced special capturable. Facebook access was blocked during scan. Retry when unblocked.
southport-market-area,Southport Market / Moore Street Market / Spike's Dairy Bar,Southport,NC,Southport,,,,,,,,,low_priority_candidate_only;discovery_only,needs_review,2026-06-03,"Found via directory/discovery only. No official, current, review-ready food special. Low priority; revisit only if official source surfaces a dated special."
pepperoni-grill-oak-island,The Pepperoni Grill - Oak Island,Oak Island,NC,,,,https://pepperonigrillnc.com/oak-island/,,,,,,southport-oak-island intake;official_source_captured,verified,2026-06-03,Backfilled from existing approved Southport/Oak Island intake row and local evidence artifacts; no new research performed.
bbq-house-oak-island,BBQ House - Oak Island,Oak Island,NC,,,,https://oki.bestbbqonthebeach.com/food-menu,,,,,,southport-oak-island intake;official_source_captured,verified,2026-06-03,Backfilled from existing approved Southport/Oak Island intake row and local evidence artifacts; no new research performed.
swain-seafood-shack,Swain Seafood Shack,Oak Island,NC,,,,https://www.swainseafoodshack.com/faq,,,,,,southport-oak-island intake;official_source_captured,verified,2026-06-03,Backfilled from existing approved Southport/Oak Island intake row and local evidence artifacts; no new research performed.
