deal_id,candidate_id,restaurant_id,restaurant_name,deal_title,deal_description,public_title,public_description,deal_type,alcohol_classification,days_available,start_time,end_time,start_date,end_date,recurrence,price,discount,minimum_purchase,dine_in,takeout,delivery,happy_hour,source_id,source_capture_id,source_check_id,direct_confirmation_id,source_tier,source_url,source_name,evidence_type,evidence_captured_at,evidence_url_or_path,archive_url_or_path,screenshot_path,source_quote,evidence_summary,content_hash,last_seen_active,last_verified_at,expires_on,next_check_due,confidence_status,workflow_status,mvp_publish_eligible,publish_block_reason,location_scope_status,location_evidence,review_task_id,review_reason,assigned_reviewer,review_decision,decision_reason,reviewed_by,reviewed_at,public_copy_approved,restriction_notes,uncertainty_flags,conflict_detected,conflicting_source_url,validation_notes,added_by,created_at,updated_at,published_at,hidden_at,supersedes_deal_id
,cand-sp-dots-on-howe-bbq-sandwich-special,dot-s-on-howe,Dot's On Howe,BBQ Sandwich Lunch Special with Fries or Potato Salad,"User-provided consolidated Southport intake says: Strong food-special lead, but only the indexed Facebook snippet was accessible; direct Facebook page/post fetch was throttled.",,,lunch_special,food_only,,,,,,,,,,,,,,src-sp-dots-on-howe-bbq-sandwich-special,,,,tier_2_official_social,https://www.facebook.com/p/Dots-On-Howe-61573928559561/,Dot's On Howe source,pending_visual_capture,,,,,,"User-provided intake fields verified: restaurant name; item (BBQ sandwich); side choice (fries or potato salad); price ($12.50); apparent service window ('11 til 4 today'). Reason: Strong food-special lead, but only the indexed Facebook snippet was accessible; direct Facebook page/post fetch was throttled.",,,,,,probable,lead,false,Facebook blocked; no dated official post retrieved; price and recurrence unconfirmed from official source,out_of_scope,"Southport / Oak Island, NC",rt-sp-dots-on-howe-bbq-sandwich-special,needs_social_capture,,,,,,false,"Open Wed-Sat 11am-9pm, Sun 11am-5pm; closed Mon-Tue.",full post capture; exact date/year; whether recurring; restrictions; service mode unknown; no durable capture; AI output is not evidence,false,,Next manual action: Use Claude in Chrome to open Facebook page and retrieve a dated specials post. Phone: check Facebook page for contact. Prior lead $12.50 BBQ sandwich from indexed snippet only — not publishable until confirmed.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-island-times-cafe-lunch-specials,island-times-cafe,Island Times Cafe,"Lunch Specials (Bacon Bourbon Burger, Crab Cake examples)","User-provided consolidated Southport intake says: Official Facebook snippets show lunch specials with prices, but direct Facebook access was throttled. Official site confirms location and seasonal hours but not these specials.",,,lunch_special,food_only,,,,,,,,,,,,,,src-sp-island-times-cafe-lunch-specials,,,,tier_2_official_social,https://www.facebook.com/islandtimescafe/,Island Times Cafe source,pending_visual_capture,,,,,,"User-provided intake fields verified: restaurant; Southport address; food-special snippets with prices from official Facebook search results. Reason: Official Facebook snippets show lunch specials with prices, but direct Facebook access was throttled. Official site confirms location and seasonal hours but not these specials.",,,,,,unverified,lead,false,"Crab Cake Sandwich $14.99 is a regular menu item, not a dated special; Bacon Bourbon Burger not on current menu; Facebook blocked",out_of_scope,"Southport / Oak Island, NC",rt-sp-island-times-cafe-lunch-specials,needs_social_capture,,,,,,false,,current visual post; date/year; recurrence; daily availability; restrictions; service mode unknown; no durable capture; AI output is not evidence,false,,Next manual action: Monitor official Facebook (islandtimescafe) for a dated special post with price/day/time. Official website accessible at islandtimes.cafe but shows only regular menu items. Seasonal operation — verify currently open before any outreach.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-carolina-coastal-cafe-specials,carolina-coastal-cafe-cacoca,Carolina Coastal Cafe (CaCoCa),Chicken Salad Croissant / Half Monte Cristo Specials,"User-provided consolidated Southport intake says: Official Facebook snippet mentions food specials, but visible evidence is incomplete and not enough for publishing.",,,other_food_special,food_only,,,,,,,,,,,,,,src-sp-carolina-coastal-cafe-specials,,,,tier_2_official_social,https://www.facebook.com/p/Carolina-Coastal-Cafe-100067967550997/,Carolina Coastal Cafe (CaCoCa) source,pending_visual_capture,,,,,,"User-provided intake fields verified: restaurant name; Southport address signal; food-special items. Reason: Official Facebook snippet mentions food specials, but visible evidence is incomplete and not enough for publishing.",,,,,,unverified,lead,false,no official website; Facebook and Instagram blocked; Monte Cristo $16.99 from third-party aggregator only; price/day/time/recurrence unconfirmed,out_of_scope,"Southport / Oak Island, NC",rt-sp-carolina-coastal-cafe-specials,needs_social_capture,,,,,,false,,price; day/time; date/year; recurrence; restrictions; visual post capture; service mode unknown; no durable capture; AI output is not evidence,false,,Next manual action: Use Claude in Chrome to capture official Facebook posts. Hours approx Tue-Sun 8am-2pm per Yelp. No official website found — social-primary restaurant.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-ports-of-call-bistro-tuesday-lunch-specials,ports-of-call-bistro,Ports of Call Bistro,Tuesday Lunch Specials / Daily Lunch Specials,User-provided consolidated Southport intake says: Prior candidate; new scan found stronger social snippets. Still not publishable without a dated official post capture.,,,lunch_special,food_only,Wednesday;Friday,11:30,14:30,,,,,,,,,,,src-sp-ports-of-call-bistro-tuesday-lunch-specials,,,,tier_1_official,https://portsofcallbistro.com/,Ports of Call Bistro source,pending_visual_capture,,,,,,User-provided intake fields verified: restaurant; official site/search result says daily lunch specials; official Facebook/Instagram snippets show specific lunch-special activity. Reason: Prior candidate; new scan found stronger social snippets. Still not publishable without a dated official post capture.,,,,,,probable,lead,false,Facebook post body inaccessible; specific items and prices not confirmed; indexed post titles only,out_of_scope,"Southport / Oak Island, NC",rt-sp-ports-of-call-bistro-tuesday-lunch-specials,needs_social_capture,,,,,,false,,current dated post; prices; start/end time; restrictions; service mode unknown; no durable capture; AI output is not evidence,false,,Next manual action: (1) Use Claude in Chrome to open the indexed Facebook posts and retrieve item names + prices. OR (2) Call (910) 457-4544 to confirm Wednesday and Friday lunch specials details. Official site confirms Tue-Sat lunch 11:30am-2:30pm. Strong lead — indexed post titles say 'Friday Lunch Specials' and 'Wednesday Lunch Specials at Ports of Call Bistro.',user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-saucy-southerner-hotdog-special,the-saucy-southerner,The Saucy Southerner,Lunch Special — $4 Hotdogs,"User-provided consolidated Southport intake says: Promising but risky: official website says to check Instagram for specials, while a Facebook search result indicates a November 2024 closure announcement. Treat as unverified until current operations are confirmed.",,,lunch_special,food_only,,,,,,,,,,,,,,src-sp-saucy-southerner-hotdog-special,,,,tier_1_official,https://saucysoutherner.com/,The Saucy Southerner source,pending_visual_capture,,,,,,"User-provided intake fields verified: official website says specials are on Instagram; Instagram search result shows a $4 hotdog lunch-special snippet. Reason: Promising but risky: official website says to check Instagram for specials, while a Facebook search result indicates a November 2024 closure announcement. Treat as unverified until current operations are confirmed.",,,,,,unverified,rejected,false,no durable capture; no source quote; no human approval; service mode unknown; missing: current open status; date/year; visual post; schedule; restrictions; rejected by source audit,out_of_scope,"Southport / Oak Island, NC",rt-sp-saucy-southerner-hotdog-special,rejected_unverified,,,,,,false,,current open status; date/year; visual post; schedule; restrictions; service mode unknown; no durable capture; AI output is not evidence,true,,Next manual action: First verify current operations via official Instagram/website. Manual call only if online status remains contradictory.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-indochine-express,indochine-express-southport,Indochine Express Southport,,,,,,,,,,,,,,,,,,,,,,,,tier_1_official,https://indochineexpress.com/,Indochine Express official website,pending_visual_capture,,,,,,,,,2026-06-03,,,unverified,rejected,false,conflicting open status: website says closed for reorganization; Facebook signals possible closure; one result suggests reopening,pilot_market_confirmed,"Southport / Oak Island, NC",rt-sp-indochine-express,rejected_conflicting_open_status,,rejected,Cannot pursue deal until open status is clear. Website says closed for reorganization; Facebook signals possible closure.,,,false,,current open status unknown,true,https://www.facebook.com/indochineexpress/,Next manual action: First verify current operations via official website or Instagram. No deal until open status is confirmed.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
,cand-sp-sawmill-cafe-out-of-scope,sawmill-cafe,Sawmill Cafe,Early Bird Specials,,,,,,,,,,,,,,,,,,,,,,,tier_1_official,https://sawmillcafeandcatering.com/lunch-dinner-menu/,Sawmill Cafe official website,pending_visual_capture,,,,,,,,,2026-06-03,,,unverified,rejected,false,out of scope: Wilmington address; outside Southport / Oak Island search area,out_of_scope,"Wilmington, NC — outside Southport area",rt-sp-sawmill-cafe-out-of-scope,rejected_out_of_scope,,rejected,"Address is Wilmington, not Southport/Oak Island. Out of scope for this intake.",,,false,,,false,,Next manual action: Do not add. Track as Wilmington candidate if relevant.,user_provided_consolidated_json,2026-06-03,2026-06-03,,,
deal-sp-pepperoni-grill-monday-pizza-special,cand-sp-pepperoni-grill-monday-pizza-special,pepperoni-grill-oak-island,The Pepperoni Grill - Oak Island,Monday Pizza Special,Official Oak Island page lists Monday special: large 3-topping pizza with free garlic knots for $21.,Monday pizza special,Large 3-topping pizza with a free order of garlic knots.,pizza_special,food_only,Monday,,,,,recurring_weekly,$21,,,true,true,true,false,src-sp-pepperoni-grill-oak-island-specials,cap-sp-pepperoni-grill-oak-island-specials-2026-06-03,chk-sp-pepperoni-grill-oak-island-specials-2026-06-03,,tier_1_official,https://pepperonigrillnc.com/oak-island/,The Pepperoni Grill - Oak Island source,manual_web_review,2026-06-03T20:30:00-04:00,https://pepperonigrillnc.com/oak-island/,fixtures/prototype/evidence/verified-static/src-sp-pepperoni-grill-oak-island-specials.md,app/public/evidence/source-screenshots/src-sp-pepperoni-grill-oak-island-specials.png,"Monday Special; Large 3 topping pizza w a free order of garlic knots for $21. Thursday Special; Large 3 topping pizza with 6 wings for $26. Hours Monday-Sunday: 11am - 9pm. 4320 East Beach Drive, Oak Island, NC 28465.",Official Pepperoni Grill Oak Island page lists Monday and Thursday food specials with prices and confirms Oak Island location and hours.,sha256:40e2bfcc09f1f19dc20e6e1c8170b26edc4e826e721626edcf20ad63fa7aba0c,2026-06-03,2026-06-03,,2026-06-17,verified,approved,true,,pilot_market_confirmed,"Southport / Oak Island, NC",rt-sp-pepperoni-grill-monday-pizza-special,official_source_captured_southport_prototype,codex_research_review,approved,Official source supports public static prototype row.,user_human_review_2026-06-03,2026-06-03T20:45:00-04:00,true,Oak Island location; delivery availability varies after 4 PM.,,false,,Approved from official source capture; AI output was not used as final evidence.,official_source_sweep_2026-06-03,2026-06-03,2026-06-03,2026-06-03T20:45:00-04:00,,
deal-sp-pepperoni-grill-thursday-pizza-wings-special,cand-sp-pepperoni-grill-thursday-pizza-wings-special,pepperoni-grill-oak-island,The Pepperoni Grill - Oak Island,Thursday Pizza and Wings Special,Official Oak Island page lists Thursday special: large 3-topping pizza with 6 wings for $26.,Thursday pizza and wings,Large 3-topping pizza with 6 wings.,pizza_special,food_only,Thursday,,,,,recurring_weekly,$26,,,true,true,true,false,src-sp-pepperoni-grill-oak-island-specials,cap-sp-pepperoni-grill-oak-island-specials-2026-06-03,chk-sp-pepperoni-grill-oak-island-specials-2026-06-03,,tier_1_official,https://pepperonigrillnc.com/oak-island/,The Pepperoni Grill - Oak Island source,manual_web_review,2026-06-03T20:30:00-04:00,https://pepperonigrillnc.com/oak-island/,fixtures/prototype/evidence/verified-static/src-sp-pepperoni-grill-oak-island-specials.md,app/public/evidence/source-screenshots/src-sp-pepperoni-grill-oak-island-specials.png,"Monday Special; Large 3 topping pizza w a free order of garlic knots for $21. Thursday Special; Large 3 topping pizza with 6 wings for $26. Hours Monday-Sunday: 11am - 9pm. 4320 East Beach Drive, Oak Island, NC 28465.",Official Pepperoni Grill Oak Island page lists Monday and Thursday food specials with prices and confirms Oak Island location and hours.,sha256:40e2bfcc09f1f19dc20e6e1c8170b26edc4e826e721626edcf20ad63fa7aba0c,2026-06-03,2026-06-03,,2026-06-17,verified,approved,true,,pilot_market_confirmed,"Southport / Oak Island, NC",rt-sp-pepperoni-grill-thursday-pizza-wings-special,official_source_captured_southport_prototype,codex_research_review,approved,Official source supports public static prototype row.,user_human_review_2026-06-03,2026-06-03T20:45:00-04:00,true,Oak Island location; delivery availability varies after 4 PM.,,false,,Approved from official source capture; AI output was not used as final evidence.,official_source_sweep_2026-06-03,2026-06-03,2026-06-03,2026-06-03T20:45:00-04:00,,
deal-sp-bbq-house-oak-island-lunch-specials,cand-sp-bbq-house-oak-island-lunch-specials,bbq-house-oak-island,BBQ House - Oak Island,Lunch Specials,Official BBQ House Oak Island food menu lists lunch specials available daily from 11 AM until 3 PM with prices and restrictions.,Daily lunch specials,Daily lunch specials with fries or hush puppies and iced tea included.,lunch_special,food_only,Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,11:00,15:00,,,recurring_daily,From $9.50,,,true,true,false,false,src-sp-bbq-house-oak-island-lunch-specials,cap-sp-bbq-house-oak-island-lunch-specials-2026-06-03,chk-sp-bbq-house-oak-island-lunch-specials-2026-06-03,,tier_1_official,https://oki.bestbbqonthebeach.com/food-menu,BBQ House - Oak Island source,manual_web_review,2026-06-03T22:30:00-04:00,https://oki.bestbbqonthebeach.com/food-menu,fixtures/prototype/evidence/verified-static/src-sp-bbq-house-oak-island-lunch-specials.md,app/public/evidence/source-screenshots/src-sp-bbq-house-oak-island-lunch-specials.png,Lunch Specials; Available from 11 AM until 3 PM daily. All Lunch Specials Include Your Choice of Fries or Hush Puppies and Include Iced Tea. Upgrade to Soda (Excludes Cheerwine) +$0.50. Upgrade your side order for +$1.00. Add Cheese +$0.50. Brunswick Stew & Salad $9.50; 2 Corn Dogs $10.00; BBQ Tray $10.00; Hickory Smoked BBQ Sandwich $10.75; Chicken Wrap $12.00.,Official BBQ House Oak Island food menu lists lunch specials available daily from 11 AM until 3 PM with prices and restrictions.,sha256:23459d0f38586646f87bbad2cffc50235fc1c3db10528ff223675c49c52d2b0a,2026-06-03,2026-06-03,,2026-06-17,verified,approved,true,,pilot_market_confirmed,"Southport / Oak Island, NC",rt-sp-bbq-house-oak-island-lunch-specials,official_source_captured_southport_prototype,codex_research_review,approved,Official source supports public static prototype row.,user_human_review_2026-06-03,2026-06-03T22:45:00-04:00,true,"Includes fries or hush puppies and iced tea; soda, side upgrades, cheese, and bacon cost extra.",,false,,Approved from official source capture; AI output was not used as final evidence.,official_source_sweep_2026-06-03,2026-06-03,2026-06-03,2026-06-03T22:45:00-04:00,,
deal-sp-swain-seafood-shack-lasagna-night,cand-sp-swain-seafood-shack-lasagna-night,swain-seafood-shack,Swain Seafood Shack,Thursday Night Lasagna Night,Official Swain FAQ lists Thursday Night Lasagna Night with price and sides; official homepage lists dinner hours and Oak Island location.,Thursday lasagna night,Homemade lasagna with garlic bread and salad bar on Thursday nights.,weekly_dinner_special,food_only,Thursday,16:00,20:00,,,recurring_weekly,$14.50,,,true,false,false,false,src-sp-swain-seafood-shack-lasagna-night,cap-sp-swain-seafood-shack-lasagna-night-2026-06-03,chk-sp-swain-seafood-shack-lasagna-night-2026-06-03,,tier_1_official,https://www.swainseafoodshack.com/faq,Swain Seafood Shack source,manual_web_review,2026-06-03T22:30:00-04:00,https://www.swainseafoodshack.com/faq,fixtures/prototype/evidence/verified-static/src-sp-swain-seafood-shack-lasagna-night.md,app/public/evidence/source-screenshots/src-sp-swain-seafood-shack-lasagna-night.png,"Do you have specials? We have daily specials so please check our Facebook or call to see what's being served while supplies last! Thursday Night is Lasagna Night! Homemade lasagna with sirloin beef, ricotta, and house made marinara. Includes garlic bread and salad bar for $14.50. Saturday is always reserved for our New England Clam Chowder. Dinner Hours Tuesday-Saturday 4pm-8pm. 8317 E Oak Island Dr Oak Island, NC 28465.",Official Swain FAQ lists Thursday Night Lasagna Night with price and sides; official homepage lists dinner hours and Oak Island location.,sha256:7b63179a35fdd4a628e7f3ca19ce2ff67f675214e3a2a9818028faa5dead0655,2026-06-03,2026-06-03,,2026-06-17,verified,approved,true,,pilot_market_confirmed,"Southport / Oak Island, NC",rt-sp-swain-seafood-shack-lasagna-night,official_source_captured_southport_prototype,codex_research_review,approved,Official source supports public static prototype row.,user_human_review_2026-06-03,2026-06-03T22:45:00-04:00,true,While supplies last; restaurant advises calling or checking official Facebook for daily specials.,,false,,Approved from official source capture; AI output was not used as final evidence.,official_source_sweep_2026-06-03,2026-06-03,2026-06-03,2026-06-03T22:45:00-04:00,,
