review_task_id,related_type,related_id,deal_id,source_id,restaurant_id,source_capture_id,direct_confirmation_id,report_source,opened_at,opened_by,assigned_reviewer,review_reason,risk_flags,priority,status,decision,decision_reason,decided_at,decided_by,next_action,next_action_due,public_copy_approval_status,food_alcohol_copy_check,next_check_due_required,expires_on_required,audit_event_id,resolution_notes
rt-wilmington-2026-06-13-prost-wednesday-reuben,deal_candidate,cand-wilmington-2026-06-13-prost-wednesday-reuben,deal-wilmington-prost-2026-06-17-reuben,src-prost-biergarten-primary,prost-biergarten,cap-wilmington-2026-06-13-prost-specials-official,,expansion_intake_2026_06_13,2026-06-13T09:45:00-04:00,codex,codex_research_review,Review volatile date-windowed source and service-mode assumptions before approval.,volatile_date_window;takeout_delivery_unknown;alcohol_copy_suppressed;public_copy_needed,high,closed,approved,Official source supports a date-specific Wednesday June 17 $15 Reuben lunch special from 11 AM to 4 PM; alcohol copy suppressed and service modes limited to dine-in public copy.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-18,approved,food_only_approved,true,true,aud-wilmington-2026-06-13-prost-wednesday-reuben-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-banh-sai-source,source,src-banh-sai-primary,,src-banh-sai-primary,banh-sai,cap-wilmington-2026-06-13-banh-sai-official,,expansion_intake_2026_06_13,2026-06-13T10:05:00-04:00,codex,codex_research_review,Official identity and rotating-specials source found; determine whether an exact official food-special source exists.,source_discovery;rotating_specials_no_exact_terms,low,closed,rejected,"Official source shows rotating-specials language but no exact recurring day, time, item, price, or value claim for a public food deal.",2026-06-13T15:30:00-04:00,codex_agent_audit,Reopen only with direct confirmation or a fresh official post/page with exact food-deal terms.,2026-06-20,not_started,food_only_pending,true,true,aud-wilmington-2026-06-13-banh-sai-source-rejected-current,No active deal intake row created from the official identity source.
rt-wilmington-2026-06-13-banh-sai-toast-ordering,source,src-banh-sai-toast-ordering,,src-banh-sai-toast-ordering,banh-sai,cap-wilmington-2026-06-13-banh-sai-toast-ordering,,expansion_intake_2026_06_13,2026-06-13T10:05:00-04:00,codex,codex_research_review,Partner ordering Specials category found; do not use by itself for public fixture promotion.,partner_source;no_recurring_deal_claim;public_source_needed,low,closed,rejected,"Partner ordering page was linked from the official site and has a specials category, but no recurring deal claim with schedule, value, and restrictions was captured.",2026-06-13T15:30:00-04:00,codex_agent_audit,Reopen only with direct confirmation or exact official/partner deal terms.,2026-06-20,not_started,food_only_pending,true,true,aud-wilmington-2026-06-13-banh-sai-toast-source-rejected-current,No active deal intake row created from partner ordering evidence.
rt-wilmington-2026-06-13-fire-bowl-source,source,src-fire-bowl-lunch-specials,,src-fire-bowl-lunch-specials,fire-bowl,cap-wilmington-2026-06-13-fire-bowl-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:05:00-04:00,codex,codex_research_review,Official HTTP lunch-special source found; reviewer needs durable capture and HTTP-only source risk assessment.,http_only_source;durable_capture_required;public_copy_required,normal,closed,approved,Official HTTP lunch-special source was captured with durable proof and the lunch-special candidate was approved into the public fixture.,2026-06-13T15:30:00-04:00,codex_agent_audit,Recheck official source on next_check_due.,2026-06-20,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-fire-bowl-source-resolved,Source-discovery task resolved; public deal row remains governed by its deal-level review task.
rt-wilmington-2026-06-13-fire-bowl-lunch-special,deal_candidate,cand-wilmington-2026-06-13-fire-bowl-lunch-special,,src-fire-bowl-lunch-specials,fire-bowl,cap-wilmington-2026-06-13-fire-bowl-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:05:00-04:00,codex,codex_phase_1s,"Review broad lunch-special category, HTTP-only source risk, service-mode assumptions, and public copy before approval.",http_only_source;menu_category_as_deal;durable_screenshot_needed;public_copy_needed,normal,closed,approved,"Official source supports lunch-special schedule, price range, included fried rice, service-mode context, and Wilmington address; HTTP-only source retained with local screenshot proof.",2026-06-13T12:10:00-04:00,codex_phase_1s,recheck_source,2026-07-13,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-fire-bowl-lunch-special-published,Approved for public fixture as deal-wilmington-fire-bowl-lunch-special; static prototype only.
rt-wilmington-2026-06-13-melting-pot-source,source,src-melting-pot-wilmington-events,,src-melting-pot-wilmington-events,melting-pot-wilmington,cap-wilmington-2026-06-13-melting-pot-events,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,Official Wilmington event promotions source found; review chain-location specificity and restrictions.,chain_location_specificity;restricted_offer;public_copy_required,normal,closed,approved,Official Wilmington events source was captured; Thursdate was approved into the public fixture and Military Monday remains a separate restricted-audience candidate review.,2026-06-13T15:30:00-04:00,codex_agent_audit,Review open Military Monday candidate separately; recheck source on next_check_due.,2026-06-20,not_started,food_only_pending,true,false,aud-wilmington-2026-06-13-melting-pot-source-resolved,Source-discovery task resolved; candidate-level review remains open where appropriate.
rt-wilmington-2026-06-13-lucky-star-source,source,src-lucky-star-oleander-menu,,src-lucky-star-oleander-menu,lucky-star-oleander,cap-wilmington-2026-06-13-lucky-star-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,Restaurant-branded ordering lunch-special source found; reviewer should confirm source ownership before approval.,official_ordering_ownership_review;menu_category_as_deal;public_copy_required,normal,closed,approved,Restaurant-source list identifies the Lucky Star restaurant-branded menu URL as the official website and ordering URL; accepted for static prototype publication.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-lucky-star-source-approved,Source authority accepted for static prototype; lunch-special deal approved separately.
rt-wilmington-2026-06-13-ming-wok-source,source,src-ming-wok-carolina-beach-rd-menu,,src-ming-wok-carolina-beach-rd-menu,ming-wok-carolina-beach-rd,cap-wilmington-2026-06-13-ming-wok-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,Restaurant-branded ordering lunch-special source found; reviewer should confirm source ownership before approval.,official_ordering_ownership_review;menu_category_as_deal;public_copy_required,normal,closed,approved,Restaurant-source list identifies the Ming Wok restaurant-branded menu URL as the official website and ordering URL; accepted for static prototype publication.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-ming-wok-source-approved,Source authority accepted for static prototype; lunch-special deal approved separately.
rt-wilmington-2026-06-13-melting-pot-thursdate,deal_candidate,cand-wilmington-2026-06-13-melting-pot-thursdate,,src-melting-pot-wilmington-events,melting-pot-wilmington,cap-wilmington-2026-06-13-melting-pot-events,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_phase_1s,"Review chain-location specificity, minimum purchase wording, reservation assumptions, durable proof, and public copy before approval.",chain_location_specificity;minimum_purchase_required;durable_screenshot_needed;public_copy_needed,normal,closed,approved,"Official Wilmington events source supports Thursdate price, minimum purchase, dine-in event framing, and Wilmington address.",2026-06-13T12:10:00-04:00,codex_phase_1s,recheck_source,2026-07-13,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-melting-pot-thursdate-published,Approved for public fixture as deal-wilmington-melting-pot-thursdate; static prototype only.
rt-wilmington-2026-06-13-melting-pot-military-monday,deal_candidate,cand-wilmington-2026-06-13-melting-pot-military-monday,deal-wilmington-melting-pot-military-monday,src-melting-pot-wilmington-events,melting-pot-wilmington,cap-wilmington-2026-06-13-melting-pot-events,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,"Review restricted-audience copy, chain-location specificity, durable proof, and whether this belongs in public feed.",restricted_audience;up_to_discount;durable_screenshot_needed;public_copy_needed,normal,closed,approved,Official Wilmington events source supports a restricted-audience Monday food discount; public copy explicitly names eligibility and up-to discount limitation.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-07-13,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-melting-pot-military-monday-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-lucky-star-lunch-special,deal_candidate,cand-wilmington-2026-06-13-lucky-star-lunch-special,deal-wilmington-lucky-star-lunch-special,src-lucky-star-oleander-menu,lucky-star-oleander,cap-wilmington-2026-06-13-lucky-star-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,"Review official ordering ownership, broad lunch-special category, service-mode copy, durable proof, and public copy before approval.",official_ordering_ownership_review;menu_category_as_deal;durable_screenshot_needed;public_copy_needed,normal,closed,approved,"Restaurant-source list identifies the restaurant-branded menu URL as the official website and ordering URL; source supports lunch-special schedule, price, pickup/delivery context, and Wilmington address.",2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-lucky-star-lunch-special-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-ming-wok-lunch-special,deal_candidate,cand-wilmington-2026-06-13-ming-wok-lunch-special,deal-wilmington-ming-wok-lunch-special,src-ming-wok-carolina-beach-rd-menu,ming-wok-carolina-beach-rd,cap-wilmington-2026-06-13-ming-wok-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T10:40:00-04:00,codex,codex_research_review,"Review official ordering ownership, broad lunch-special category, service-mode copy, durable proof, and public copy before approval.",official_ordering_ownership_review;menu_category_as_deal;durable_screenshot_needed;public_copy_needed,normal,closed,approved,"Restaurant-source list identifies the restaurant-branded menu URL as the official website and ordering URL; source supports lunch-special schedule, included soda/rice, starting price, pickup/delivery context, and Wilmington address.",2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-ming-wok-lunch-special-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-katys-monday-philly-cheesesteak,deal_candidate,cand-wilmington-2026-06-13-katys-monday-philly-cheesesteak,deal-wilmington-katys-monday-philly-cheesesteak,src-katys-grill-bar-weekly-specials,katys-grill-bar,cap-wilmington-2026-06-13-katys-weekly-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review Katy's lunch/dinner food-only claim, time window, service modes, and restrictions before approval.",time_window_missing;service_mode_not_captured;public_copy_required;food_only_review,normal,closed,approved,Official source supports Monday lunch/dinner Philly cheesesteak for $10.99; public copy omits unconfirmed time window and limits service modes to dine-in.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-katys-monday-philly-cheesesteak-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-katys-tuesday-half-price-burgers,deal_candidate,cand-wilmington-2026-06-13-katys-tuesday-half-price-burgers,deal-wilmington-katys-tuesday-half-price-burgers,src-katys-grill-bar-weekly-specials,katys-grill-bar,cap-wilmington-2026-06-13-katys-weekly-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review Katy's lunch/dinner food-only claim, time window, service modes, and restrictions before approval.",time_window_missing;service_mode_not_captured;public_copy_required;food_only_review,normal,closed,approved,Official source supports Tuesday half-price burgers; public copy omits unconfirmed time window and limits service modes to dine-in.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-katys-tuesday-half-price-burgers-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-katys-wednesday-half-price-chicken-sandwiches,deal_candidate,cand-wilmington-2026-06-13-katys-wednesday-half-price-chicken-sandwiches,deal-wilmington-katys-wednesday-half-price-chicken-sandwiches,src-katys-grill-bar-weekly-specials,katys-grill-bar,cap-wilmington-2026-06-13-katys-weekly-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review Katy's lunch/dinner food-only claim, time window, service modes, and restrictions before approval.",time_window_missing;service_mode_not_captured;public_copy_required;food_only_review,normal,closed,approved,Official source supports Wednesday half-price chicken sandwiches; public copy omits unconfirmed time window and limits service modes to dine-in.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-katys-wednesday-half-price-chicken-sandwiches-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-katys-thursday-wings-fries,deal_candidate,cand-wilmington-2026-06-13-katys-thursday-wings-fries,deal-wilmington-katys-thursday-wings-fries,src-katys-grill-bar-weekly-specials,katys-grill-bar,cap-wilmington-2026-06-13-katys-weekly-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review Katy's lunch/dinner food-only claim, time window, service modes, and restrictions before approval.",time_window_missing;service_mode_not_captured;public_copy_required;food_only_review,normal,closed,approved,Official source supports Thursday 6 wings with fries for $9.99; public copy omits unconfirmed time window and limits service modes to dine-in.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-katys-thursday-wings-fries-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-katys-friday-hotdogs-fries,deal_candidate,cand-wilmington-2026-06-13-katys-friday-hotdogs-fries,deal-wilmington-katys-friday-hotdogs-fries,src-katys-grill-bar-weekly-specials,katys-grill-bar,cap-wilmington-2026-06-13-katys-weekly-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review Katy's lunch/dinner food-only claim, time window, service modes, and restrictions before approval.",time_window_missing;service_mode_not_captured;public_copy_required;food_only_review,normal,closed,approved,Official source supports Friday 2 hotdogs with fries for $8.99; public copy omits unconfirmed time window and limits service modes to dine-in.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-katys-friday-hotdogs-fries-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-coquina-daily-lunch-specials,deal_candidate,cand-wilmington-2026-06-13-coquina-daily-lunch-specials,deal-wilmington-coquina-daily-lunch-specials,src-coquina-fishbar-daily-lunch-specials,coquina-fishbar,cap-wilmington-2026-06-13-coquina-daily-lunch-specials,,expansion_intake_2026_06_13,2026-06-13T13:15:00-04:00,codex,codex_research_review,"Review broad lunch-special model, Tuesday-Friday availability, service modes, and restrictions before approval.",modeled_as_broad_lunch_row;service_mode_not_captured;public_copy_required;menu_category_as_deal,high,closed,approved,"Official source supports broad Tuesday-Friday $14 lunch-special row with listed items, included fountain beverage, and 11 AM to 4 PM time window.",2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-coquina-daily-lunch-specials-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-south-front-mon-fri-5-bar-bites,deal_candidate,cand-wilmington-2026-06-13-south-front-mon-fri-5-bar-bites,deal-wilmington-south-front-mon-fri-5-bar-bites,src-south-front-tavern-primary,south-front-tavern,cap-wilmington-2026-06-13-south-front-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,Review relationship to existing Friday row and decide whether to supersede or add broader row.,supersedes_or_overlaps_existing_friday_row;eligible_items_not_fully_captured;public_copy_needed,normal,closed,approved,Official source supports broader Monday-Friday $5 Happy Hour Bar Bites from 4 PM to 6 PM at the bar and outside high tops; supersedes the older Friday-only fixture row.,2026-06-13T16:15:00-04:00,codex_phase_1t,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-south-front-mon-fri-5-bar-bites-published,Approved for static prototype public fixture in Phase 1T; not live availability.
rt-wilmington-2026-06-13-caprice-wednesday-charcuterie,deal_candidate,cand-wilmington-2026-06-13-caprice-wednesday-charcuterie,deal-wilmington-caprice-wednesday-charcuterie,src-caprice-bistro-primary,caprice-bistro,cap-wilmington-2026-06-13-caprice-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,"Review time window, service modes, restrictions, and public food-only copy.",time_window_missing;service_mode_not_captured;alcohol_copy_suppressed;public_copy_needed,normal,closed,approved,Official source supports exact Wednesday $15 fromage and charcuterie board; wine copy suppressed and time window omitted because none was captured.,2026-06-13T16:15:00-04:00,codex_phase_1t,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-caprice-wednesday-charcuterie-published,Approved for static prototype public fixture in Phase 1T; not live availability.
rt-wilmington-2026-06-13-kornerstone-kids-eat-free,deal_candidate,cand-wilmington-2026-06-13-kornerstone-kids-eat-free,deal-wilmington-kornerstone-monday-kids-eat-free,src-kornerstone-bistro-primary,kornerstone-bistro,cap-wilmington-2026-06-13-kornerstone-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,"Confirm age, adult-entree requirement, limits, time window, and public copy before approval.",age_limit_missing;adult_purchase_requirement_unknown;time_window_missing;public_copy_needed,normal,closed,approved,"Official source supports Monday Kids Eat Free and dine-in-only restriction; public copy explicitly notes that age, adult-purchase, limit, and time-window restrictions are not listed.",2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-kornerstone-kids-eat-free-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-za-pie-cheesy-trio,deal_candidate,cand-wilmington-2026-06-13-za-pie-cheesy-trio,deal-wilmington-za-pie-cheesy-trio,src-za-pie-pizzeria-primary,za-pie-pizzeria,cap-wilmington-2026-06-13-zapie-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,"Review standing-special qualification, service modes, and Monkey Junction scope before approval.",standing_special;time_window_missing;dine_in_not_captured;monkey_junction_boundary_review_required,normal,closed,approved,Official source supports standing Cheesy Trio combo; existing public fixture already treats Za Pie standing combos as publishable static prototype rows.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-za-pie-cheesy-trio-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-za-pie-red-di-riso-di,deal_candidate,cand-wilmington-2026-06-13-za-pie-red-di-riso-di,deal-wilmington-za-pie-red-di-riso-di,src-za-pie-pizzeria-primary,za-pie-pizzeria,cap-wilmington-2026-06-13-zapie-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,"Review standing-special qualification, service modes, and Monkey Junction scope before approval.",standing_special;time_window_missing;dine_in_not_captured;monkey_junction_boundary_review_required,normal,closed,approved,Official source supports standing Red Di Riso Di combo; existing public fixture already treats Za Pie standing combos as publishable static prototype rows.,2026-06-13T16:45:00-04:00,codex_phase_1u,recheck_source,2026-06-27,approved,food_only_approved,true,false,aud-wilmington-2026-06-13-za-pie-red-di-riso-di-published,Approved for static prototype public fixture in Phase 1U; not live availability.
rt-wilmington-2026-06-13-beer-barrio-pork-taco-tuesday,deal_candidate,cand-wilmington-2026-06-13-beer-barrio-pork-taco-tuesday,deal-wilmington-beer-barrio-2026-06-16-pork-tacos,src-beer-barrio-specials,beer-barrio,cap-wilmington-2026-06-13-beer-verification-sweep,,candidate_verification_sweep_2026_06_13,2026-06-13T14:15:00-04:00,codex,codex_research_review,"Review date-windowed public copy, service modes, and short expiry before approval.",date_windowed;takeout_delivery_unknown;alcohol_copy_suppressed;public_copy_needed,high,closed,approved,Official source supports date-specific Tuesday June 16 pulled pork tacos for $4 from 11 AM to 9 PM; alcohol copy suppressed and expiry captured.,2026-06-13T16:15:00-04:00,codex_phase_1t,recheck_source,2026-06-17,approved,food_only_approved,true,true,aud-wilmington-2026-06-13-beer-barrio-pork-taco-tuesday-published,Approved for static prototype public fixture in Phase 1T; not live availability.
