source_capture_id,source_id,restaurant_id,captured_at,captured_by,capture_method,source_url,source_final_url,source_title,source_published_at,source_observed_at,evidence_type,extracted_text_or_confirmation_note,content_hash,screenshot_path,archive_url_or_path,metadata_json,capture_status,notes
cap-wilmington-2026-06-13-lucky-star-lunch-specials,src-lucky-star-oleander-menu,lucky-star-oleander,2026-06-13T10:40:00-04:00,codex,manual_official_ordering_review,https://www.luckystar-nc.com/menu,https://www.luckystar-nc.com/menu,Lucky Star Oleander restaurant-branded menu page,,2026-06-13,official_ordering_page_normalized_text,Lucky Star restaurant-branded ordering page confirms 6002 Oleander Dr Wilmington NC 28409 and lists Lunch Special Mon-Sun 11:00 am-3:00 pm served with roast pork fried rice; visible lunch items are $8.99.,sha256:79a8eaad002e6337a0ec5862c8dabfbda418935665477738222f71d9f54f8502,ops/research/intake/wilmington-2026-06-13/screenshots/src-lucky-star-oleander-menu-2026-06-13.png,,"{""official_url"":""https://www.luckystar-nc.com/menu"",""hash_subject"":""normalized_lunch_special_claims"",""source_lines"":""ordering page lines 1802-1944"",""ownership_review_required"":true,""screenshot_file_sha256"":""sha256:7b1849b5abece54e3e71e62c4812e140b9c114e9348eca18055f9a45f55afee1"",""screenshot_file_path"":""ops/research/intake/wilmington-2026-06-13/screenshots/src-lucky-star-oleander-menu-2026-06-13.png""}",captured,Restaurant-branded ordering source; reviewer should confirm ownership before publication.
cap-wilmington-2026-06-13-ming-wok-lunch-specials,src-ming-wok-carolina-beach-rd-menu,ming-wok-carolina-beach-rd,2026-06-13T10:40:00-04:00,codex,manual_official_ordering_review,https://order.mingwoknc.com/menu,https://order.mingwoknc.com/menu,Ming Wok Carolina Beach Rd restaurant-branded menu page,,2026-06-13,official_ordering_page_normalized_text,"Ming Wok restaurant-branded ordering page confirms 2416 Carolina Beach Rd Wilmington NC 28401 and lists Chinese Entrees Lunch Special 11:00am-3:00pm with free can soda and white rice or fried rice; chicken and pork items start at $9.89, beef items at $10.59, shrimp items at $10.79-$10.89.",sha256:4f55ed1fd8e803598c2a0404ea11cfde19f940c8d9d1f24554538468989320ab,ops/research/intake/wilmington-2026-06-13/screenshots/src-ming-wok-carolina-beach-rd-menu-2026-06-13.png,,"{""official_url"":""https://order.mingwoknc.com/menu"",""hash_subject"":""normalized_lunch_special_claims"",""source_lines"":""ordering page lines 360-712 and 1268-1292"",""ownership_review_required"":true,""screenshot_file_sha256"":""sha256:420d7a56ad6edb27bef632a89b8ddff7bc064c1e87376bf2063d89c3b2f0e807"",""screenshot_file_path"":""ops/research/intake/wilmington-2026-06-13/screenshots/src-ming-wok-carolina-beach-rd-menu-2026-06-13.png""}",captured,Restaurant-branded ordering source; reviewer should confirm ownership before publication.
cap-wilmington-2026-06-13-katys-weekly-specials,src-katys-grill-bar-weekly-specials,katys-grill-bar,2026-06-13T13:15:00-04:00,codex,manual_official_web_review,https://katysbarandgrill.com/weekly-specials/,https://katysbarandgrill.com/weekly-specials/,Weekly Specials - Katy's Grill & Sports Bar,,2026-06-13,official_website_normalized_text,Official Katy's weekly specials page confirms Wilmington address and lunch/dinner specials: Monday Philly Cheesesteak 10.99; Tuesday 1/2 Price Burgers; Wednesday 1/2 Priced Chicken Sandwiches; Thursday 6 Wings with Fries 9.99; Friday 2 Hotdogs with Fries 8.99. Breakfast and alcohol/bar/event copy excluded.,sha256:f8b3f4ca5e8be8ed5e2261d97245730cbc2e81daf2e2283b859959a5b466f15d,ops/research/intake/wilmington-2026-06-13/screenshots/src-katys-grill-bar-weekly-specials-2026-06-13.png,,"{""official_url"":""https://katysbarandgrill.com/weekly-specials/"",""hash_subject"":""normalized_lunch_dinner_special_claims"",""screenshot_file_sha256"":""sha256:4e6bd9258836b20db25475ed6680d8f2b943d3b647eb8599c213adb0252f94f3"",""screenshot_file_path"":""ops/research/intake/wilmington-2026-06-13/screenshots/src-katys-grill-bar-weekly-specials-2026-06-13.png"",""alcohol_suppression_required"":true,""skipped_claims"":[""Fish and Chips 12.99 held out because source placement needs review before assigning a day.""]}",captured,Fresh official-source capture for review-only lunch/dinner candidates; no public fixture changes.
cap-wilmington-2026-06-13-coquina-daily-lunch-specials,src-coquina-fishbar-daily-lunch-specials,coquina-fishbar,2026-06-13T13:15:00-04:00,codex,manual_official_web_review,https://coquinafishbar.com/daily-lunch-specials/,https://coquinafishbar.com/daily-lunch-specials/,Daily Lunch Specials - Coquina Fishbar,,2026-06-13,official_website_normalized_text,"Official Coquina Fishbar daily lunch specials page confirms Wilmington Mayfaire address and $14 lunch specials from 11 AM to 4 PM with fountain beverage included. Listed days/items are Tuesday Tacos Wacos, Wednesday Cuban, Thursday Po'quina Boy, Friday Cheeseburger, and Friday Spicy Veggie Burger.",sha256:a98e49fa6b328434de2ea5872c82b39e57f1f0011b6effa3d105b2b4f7db281e,ops/research/intake/wilmington-2026-06-13/screenshots/src-coquina-fishbar-daily-lunch-specials-2026-06-13.png,,"{""official_url"":""https://coquinafishbar.com/daily-lunch-specials/"",""hash_subject"":""normalized_daily_lunch_special_claims"",""screenshot_file_sha256"":""sha256:2c43759a7327d4b66c52b4913c6b68ea4fa3a38bba08f5440245ef58d1f556c9"",""screenshot_file_path"":""ops/research/intake/wilmington-2026-06-13/screenshots/src-coquina-fishbar-daily-lunch-specials-2026-06-13.png"",""modeled_as_one_broad_row"":true}",captured,Fresh official-source capture for review-only lunch candidate; no public fixture changes.
cap-wilmington-2026-06-13-south-front-verification-sweep,src-south-front-tavern-primary,south-front-tavern,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://www.southfronttavern.com/,https://www.southfronttavern.com/,South Front Tavern official website,,2026-06-13,official_website_normalized_text,Official South Front Tavern homepage confirms Wilmington address and weekly specials including Mon-Fri $5 Happy Hour Bar Bites 4-6 PM at bar and outside high tops; alcohol copy excluded.,sha256:03889e82662ded6dc6a68a503dff53a3416696067227d79a654f01e34c634fc8,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/south-front-home.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/south-front-home.txt"",""screenshot_file_sha256"":""sha256:fefe0373974765bb931af9060a596addb87deeb055cd2641b2ce794434d6b111"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-caprice-verification-sweep,src-caprice-bistro-primary,caprice-bistro,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://www.capricebistro.com/weekly-specials,https://www.capricebistro.com/weekly-specials,Caprice Bistro weekly specials page,,2026-06-13,official_website_normalized_text,Official Caprice Bistro weekly specials page confirms Wilmington address and Date Night a Deux Wednesdays shared fromage and charcuterie board for $15; wine copy excluded.,sha256:e61932dcad6d7aab6b54808bfe88dc83d99b70c2a3b07c84d0d75a3b4d89e534,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/caprice-weekly.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/caprice-weekly.txt"",""screenshot_file_sha256"":""sha256:3656aed5df56e2903187953aa49059faf0100d23b32d5773f45e3de44500e11d"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-kornerstone-verification-sweep,src-kornerstone-bistro-primary,kornerstone-bistro,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://www.kornerstonebistro.com/,https://www.kornerstonebistro.com/,Kornerstone Bistro official website,,2026-06-13,official_website_normalized_text,Official Kornerstone Bistro website confirms Wilmington address and weekly specials including Monday Kids Eat Free with dine-in-only note; restrictions incomplete.,sha256:3ef23cd4ddb853bb651c4a0257c8af50900e6e9ccdaae02c84c3e6f54ac5bb69,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/kornerstone-home.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/kornerstone-home.txt"",""screenshot_file_sha256"":""sha256:e2db0d7398b67fe3a1258caf985f0b2a86374470e7761d5df55d56d82d3ebb6e"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-zapie-verification-sweep,src-za-pie-pizzeria-primary,za-pie-pizzeria,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://www.zapie.com/,https://www.zapie.com/,Za Pie Pizzeria official website,,2026-06-13,official_website_normalized_text,Official Za Pie website confirms Wilmington identity and standing specials including Cheesy Trio for $29.99 and Red Di Riso Di for $30.75.,sha256:127a1f06a29de3297e39f9fabb0bf514c1c2d647841c445255d88b57e390a17d,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/za-pie-home.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/za-pie-home.txt"",""screenshot_file_sha256"":""sha256:c4d604a9596b3079aeec76989924fcbad0f533f972a821dc5e06f5cf278b1004"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-beer-verification-sweep,src-beer-barrio-specials,beer-barrio,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://beerbarrionc.com/specials,https://beerbarrionc.com/specials,Beer Barrio official specials page,,2026-06-13,official_website_normalized_text,Official Beer Barrio specials page checked 2026-06-13 lists Tuesday June 16 Pork Taco Tuesdays with pulled pork tacos for $4; alcohol copy excluded.,sha256:bb65144681ac7ef9eb336f65f34b56767d5be8168182a8189765cff20b55cc3a,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/beer-barrio-specials.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/beer-barrio-specials.txt"",""screenshot_file_sha256"":""sha256:678d8e26f7c23dac119d36ce7aa5741d05887913cc6ad15be3fa327535a19729"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-might-verification-sweep,src-might-as-well-wilmington-primary,might-as-well-wilmington,2026-06-13T14:15:00-04:00,codex,manual_official_web_review,https://wilmington.mightaswellbarandgrill.com/wilmington-might-as-well-bar-and-grill-wilmington-happy-hours-specials,https://wilmington.mightaswellbarandgrill.com/wilmington-might-as-well-bar-and-grill-wilmington-happy-hours-specials,Might As Well Bar & Grill Wilmington specials page,,2026-06-13,official_website_normalized_text,"Official Might As Well Wilmington specials page checked 2026-06-13 lists date-windowed food specials for June 14, June 15, June 16, and June 18; alcohol and event copy excluded.",sha256:a7ba68a5ea0b7f476bf753b25e7a8ca9a21aed5666eeded4046f28e43ee3d0bd,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/might-as-well-specials.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/might-as-well-specials.txt"",""screenshot_file_sha256"":""sha256:474586f090a93c111aa1cc92c7c3016e92c3eb6d756aff36fa60724a9ea37acc"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Verification sweep capture; review-only candidates created where appropriate.
cap-wilmington-2026-06-13-ponysaurus-verification-sweep,src-ponysaurus-wilmington-primary,ponysaurus-wilmington,2026-06-13T14:45:00-04:00,codex,manual_official_web_review,https://www.ponysaurusbrewing.com/ilm,https://www.ponysaurusbrewing.com/ilm,Ponysaurus Brewing Co. Wilmington official page,,2026-06-13,official_website_normalized_text,Official Ponysaurus Wilmington page confirms Wilmington address and Thursday $5 flat breads food special from 5 PM to 10 PM; brewery/alcohol context excluded.,sha256:82bee04b355f6256351aac61da6e29e020b37ca3e246c23f4ddf2e0f081b2cda,ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/ponysaurus-ilm.png,,"{""source_text_path"":""ops/research/intake/wilmington-2026-06-13/verification-sweep-captures/ponysaurus-ilm.txt"",""screenshot_file_sha256"":""sha256:99e6907c87edc4e1e8e0031fefe0369db39c7fd751e9178cfbf61464ce398a47"",""hash_subject"":""full captured page text"",""verification_sweep"":true}",captured,Fresh official-source capture for review-only Thursday flat breads candidate; no public fixture changes.
