source_id,restaurant_id,source_type,source_tier,source_owner,source_url,collection_method,automation_allowed,permission_required,robots_or_terms_notes,wilmington_location_match,multi_location_risk,source_priority,source_status,requires_manual_check,login_required,volatile_source,expected_check_cadence_days,last_successful_check_at,last_failed_check_at,failure_reason,next_check_due,evidence_storage_path,notes,fixture_data_class,is_live_data,prototype_notice
src-ponysaurus-wilmington-primary,ponysaurus-wilmington,website,tier_1_official,Ponysaurus Brewing Co. Wilmington,https://www.ponysaurusbrewing.com/ilm,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-ponysaurus-wilmington-primary.md,Official Wilmington page identifies address and weekly food-special evidence; brewery context requires food-only public copy.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-islands-fresh-mex-monkey-junction-menu,islands-fresh-mex-monkey-junction,menu,tier_1_official,Islands Fresh Mex Grill - Monkey Junction,https://www.islandsfreshmexgrill.com/menu/,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-islands-fresh-mex-monkey-junction-menu.md,Official menu and Monkey Junction page support location-specific daily taco special review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-italian-bistro-monkey-junction-specials,italian-bistro-monkey-junction,website,tier_1_official,Italian Bistro - Monkey Junction,https://www.italianbistronc.com/monkey-junction/specials/,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-italian-bistro-monkey-junction-specials.md,Official Monkey Junction specials page supports pizza special rows.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-k38-independence-specials,k38-independence,website,tier_1_official,K38 Independence,https://k38bajagrill.com/locations/independence/,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,high,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-k38-independence-specials.md,Official Independence location page supports food-only weekly specials; alcohol copy suppressed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-true-blue-butcher-barrel-primary,true-blue-butcher-barrel,website,tier_1_official,True Blue Butcher & Barrel,https://www.wearetrueblue.com/butcherandbarrel,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,false,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-barrel-primary.md,Official concept-specific page supports food-special evidence; do not merge with Butcher & Table source rows.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-coquina-fishbar-primary,coquina-fishbar,website,tier_1_official,Coquina Fishbar,https://coquinafishbar.com/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,high,active,true,false,false,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-coquina-fishbar-primary.md,Official homepage supports Mayfaire/Wilmington location and Friday appetizer special; drink-special framing suppressed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-rebellion-nc-daily-features,rebellion-nc,website_image,tier_1_official,Rebellion NC,https://rebellionnc.com/files/2025/03/DAILY-FEATURES-as-of-03.31.2025-01.jpg,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-rebellion-nc-daily-features.md,Official Daily Features image supports food deals; alcohol-adjacent copy must be suppressed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-beer-barrio-specials,beer-barrio,website,tier_1_official,Beer Barrio,https://beerbarrionc.com/specials,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,critical,active,true,false,true,7,2026-06-02,,,2026-06-09,fixtures/prototype/evidence/verified-static/src-beer-barrio-specials.md,Official specials page supports current weekly food deal; alcohol-adjacent copy suppressed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-shuckin-shack-wilmington-oysters-wings-happy-hour,shuckin-shack-wilmington,event_page,tier_1_official,Shuckin' Shack Oyster Bar - Wilmington,https://www.theshuckinshack.com/events/oysters-and-wings-happy-hour,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-shuckin-shack-wilmington-oysters-wings-happy-hour.md,Official event page supports Wilmington-only oyster and wing food specials.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-katys-grill-bar-weekly-specials,katys-grill-bar,website,tier_1_official,Katy's Grill & Sports Bar,https://katysbarandgrill.com/weekly-specials/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,critical,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-katys-grill-bar-weekly-specials.md,Official weekly specials page supports exact breakfast specials; alcohol-adjacent restaurant context suppressed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-cape-fear-seafood-monkey-junction-primary,cape-fear-seafood-monkey-junction,website,tier_1_official,Cape Fear Seafood Company - Monkey Junction,https://capefearseafoodcompany.com/locations/monkey-junction/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,high,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-cape-fear-seafood-monkey-junction-primary.md,Official source captured for Cape Fear Seafood Company - Monkey Junction static prototype food-special review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-blue-surf-cafe-primary,blue-surf-cafe,website,tier_1_official,Blue Surf Cafe,https://bluesurfrestaurants.com/menu/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,high,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-blue-surf-cafe-primary.md,Official source captured for Blue Surf Cafe static prototype food-special review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-whiskey-trail-primary,whiskey-trail,website,tier_1_official,Whiskey Trail,https://whiskeytrailsportspub.com/wilmington-whiskey-trail-happy-hours-specials/,manual_web_review,true,false,Review robots/terms before automated collection.,true,true,high,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-whiskey-trail-primary.md,Official source captured for Whiskey Trail static prototype food-special review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-k38-oleander-primary,k38-oleander,website,tier_1_official,K38 Oleander,https://k38bajagrill.com/locations/oleander/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,high,active,true,false,true,14,2026-06-02,,,2026-06-16,fixtures/prototype/evidence/verified-static/src-k38-oleander-primary.md,Official source captured for K38 Oleander static prototype food-special review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sawmill-restaurant-primary,sawmill-restaurant,website,tier_1_official,Sawmill Restaurant,https://thesawmillrestaurant.com/daily-specials/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,true,7,2026-06-02,,,2026-06-09,,Official date-specific specials page; source lead only until short expiration workflow is staffed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-pts-grille-monkey-junction-primary,pts-grille-monkey-junction,website,tier_1_official,P.T.'s Olde Fashioned Grille,https://ptsgrille.com/location/monkey-junction/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,false,30,2026-06-02,,,2026-07-02,,Official location/menu source; no public deal captured.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-el-cerro-grande-monkey-junction-primary,el-cerro-grande-monkey-junction,website,tier_1_official,El Cerro Grande,https://elcerrogranderestaurant.com/monkeyjunction,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,false,30,2026-06-02,,,2026-07-02,,Official Monkey Junction source; no public deal captured.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-michaelangelos-pizza-monkey-junction-primary,michaelangelos-pizza-monkey-junction,website,tier_1_official,Michaelangelo's Pizza,https://www.michaelangelosmj.com/specials,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,true,14,2026-06-02,,,2026-06-16,,Official specials page is image-based; needs OCR/review before public deal.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-might-as-well-wilmington-primary,might-as-well-wilmington,website,tier_1_official,Might As Well Bar & Grill,https://wilmington.mightaswellbarandgrill.com/wilmington-might-as-well-bar-and-grill-wilmington-happy-hours-specials,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,true,7,2026-06-02,,,2026-06-09,,Official date-windowed specials page; source lead only until recurrence/freshness policy is applied.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-flaming-amys-burrito-barn-primary,flaming-amys-burrito-barn,website,tier_1_official,Flaming Amy's Burrito Barn,https://flamingamysburritobarn.com/,manual_web_review,true,false,Review robots/terms before automated collection.,true,false,medium,active,true,false,false,30,2026-06-02,,,2026-07-02,,Official Wilmington/Oleander source; no public deal captured.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-bella-cucina-weekly-lunch-specials,bella-cucina,menu,tier_1_official,Bella Cucina,https://www.belladiningnc.com/weekly-lunch-specials,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-bella-cucina-weekly-lunch-specials.md,Human-reviewed official source for Bella Cucina Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-provision-company-lunch-special,provision-company,menu,tier_1_official,Provision Company,https://provisioncompany.com/menu/,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-provision-company-lunch-special.md,Human-reviewed official source for Provision Company Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-asian-taste-lunch-special,asian-taste,menu,tier_1_official,Asian Taste,https://www.asiantastenc.com/y1j30nsx/restaurant/order-online?menu=Lunch+Menu,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-asian-taste-lunch-special.md,Human-reviewed official source for Asian Taste Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-island-way-early-evening-dinner-menu,island-way,menu,tier_1_official,Island Way,https://islandwayres.com/early-evening-dinner-menu/,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-island-way-early-evening-dinner-menu.md,Human-reviewed official source for Island Way Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-frying-pan-restaurant-ayce-crab-legs,frying-pan-restaurant,menu,tier_1_official,Frying Pan Restaurant,https://fryingpansouthport.com/faq-items/what-are-your-hours/,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-frying-pan-restaurant-ayce-crab-legs.md,Human-reviewed official source for Frying Pan Restaurant Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-san-felipe-lunch-special-combos,san-felipe-mexican-restaurant,menu,tier_1_official,San Felipe Mexican Restaurant,https://www.sanfelipenc.com/menu,manual_web_review,true,false,,false,true,high,active,true,false,false,30,2026-06-03,,,2026-07-01,fixtures/prototype/evidence/verified-static/src-sp-san-felipe-lunch-special-combos.md,Official San Felipe menu page; links to Q2 2026 lunch PDF. Two Southport locations confirmed.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-cb-fentonis-daily-specials,fentonis-pizza,menu,tier_1_official,Fentoni's Pizza,https://fentonispizza.com/daily-specials,manual_web_review,true,false,,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-cb-fentonis-daily-specials.md,Human-reviewed Carolina Beach source; Wilmington broad scope.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-cb-k38-location,k38-baja-grill,menu,tier_1_official,K38 Baja Grill,https://k38bajagrill.com/locations/carolina-beach/,manual_web_review,true,false,,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-cb-k38-location.md,Human-reviewed Carolina Beach source; Wilmington broad scope.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-cb-hoplite-brunch,hoplite-irish-pub-restaurant,menu,tier_1_official,HopLite Irish Pub & Restaurant,https://hopliterestaurant.com/brunch-menu/,manual_web_review,true,false,,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-cb-hoplite-brunch.md,Human-reviewed Carolina Beach source; Wilmington broad scope.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-pepperoni-grill-oak-island-specials,pepperoni-grill-oak-island,menu,tier_1_official,The Pepperoni Grill - Oak Island,https://pepperonigrillnc.com/oak-island/,manual_web_review,true,false,Review robots/terms before automated collection.,false,true,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-pepperoni-grill-oak-island-specials.md,Human-reviewed official source for The Pepperoni Grill - Oak Island Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-bbq-house-oak-island-lunch-specials,bbq-house-oak-island,menu,tier_1_official,BBQ House - Oak Island,https://oki.bestbbqonthebeach.com/food-menu,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-bbq-house-oak-island-lunch-specials.md,Human-reviewed official source for BBQ House - Oak Island Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
src-sp-swain-seafood-shack-lasagna-night,swain-seafood-shack,menu,tier_1_official,Swain Seafood Shack,https://www.swainseafoodshack.com/faq,manual_web_review,true,false,Review robots/terms before automated collection.,false,false,high,active,true,false,false,14,2026-06-03,,,2026-06-17,fixtures/prototype/evidence/verified-static/src-sp-swain-seafood-shack-lasagna-night.md,Human-reviewed official source for Swain Seafood Shack Southport static prototype.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
