source_check_id,deal_id,restaurant_id,source_id,direct_confirmation_id,source_capture_id_before,source_capture_id_after,checked_at,checked_by,check_type,started_at,completed_at,source_tier,source_url,previous_result,result,result_detail,http_status_or_access_result,confidence_status_before,confidence_status_after,workflow_status_before,workflow_status_after,change_detected,changed_fields,action_taken,affected_deal_ids,evidence_url_or_path,archive_url_or_path,screenshot_path,content_hash,assigned_to,resolved_at,notes,next_check_due,fixture_data_class,is_live_data,prototype_notice
chk-beat-street-2026-06-01,,beat-street,src-beat-street-primary,,,cap-beat-street-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.beatstreetilm.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,approved,false,source_identified;weekly_food_specials_found,public_deal_created,deal-beat-street-tuesday-2-tacos,fixtures/prototype/evidence/verified-static/src-beat-street-primary.md,,app/public/evidence/source-screenshots/src-beat-street-primary.png,sha256:5f71909619b46167855d0d18093916bc9b1b563b1eabaaf59c445d809c14811c,codex_research,2026-06-01T12:05:00-04:00,Source check supports one static prototype food deal; restrictions incomplete. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-block-taco-2026-06-01,,block-taco,src-block-taco-primary,,,cap-block-taco-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://blocktaco.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-block-taco-primary.md,,app/public/evidence/source-screenshots/src-block-taco-primary.png,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-hells-kitchen-2026-06-01,,hells-kitchen,src-hells-kitchen-primary,,,cap-hells-kitchen-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://hellskitchenbar.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-hells-kitchen-primary.md,,app/public/evidence/source-screenshots/src-hells-kitchen-primary.png,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-castle-street-kitchen-2026-06-01,,castle-street-kitchen,src-castle-street-kitchen-primary,,,cap-castle-street-kitchen-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.castlestkitchen.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-castle-street-kitchen-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-fortunate-glass-2026-06-01,,fortunate-glass,src-fortunate-glass-primary,,,cap-fortunate-glass-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.fortunateglass.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-fortunate-glass-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-front-street-brewery-2026-06-01,,front-street-brewery,src-front-street-brewery-primary,,,cap-front-street-brewery-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_3_partner,https://order.toasttab.com/online/front-street-brewery-wilmington-9-n-front-st,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-front-street-brewery-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-rooster-and-the-crow-2026-06-01,,rooster-and-the-crow,src-rooster-and-the-crow-primary,,,cap-rooster-and-the-crow-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://roosterandthecrow.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-rooster-and-the-crow-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-tacobaby-2026-06-01,,tacobaby,src-tacobaby-primary,,,cap-tacobaby-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://tacobabyusa.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-tacobaby-primary.md,,app/public/evidence/source-screenshots/src-tacobaby-primary.png,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-true-blue-butcher-table-2026-06-01,,true-blue-butcher-table,src-true-blue-butcher-table-primary,,,cap-true-blue-butcher-table-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.wearetrueblue.com/truebluebutcherandtable,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,,app/public/evidence/source-screenshots/src-true-blue-butcher-table-primary.png,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-za-pie-pizzeria-2026-06-01,,za-pie-pizzeria,src-za-pie-pizzeria-primary,,,cap-za-pie-pizzeria-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.zapie.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-za-pie-pizzeria-primary.md,,app/public/evidence/source-screenshots/src-za-pie-pizzeria-primary.png,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied. Screenshot proof captured for app evidence preview.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-tomiko-san-2026-06-01,,tomiko-san,src-tomiko-san-primary,,,cap-tomiko-san-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.tomiko-san.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-tomiko-san-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-tidewater-oyster-bar-2026-06-01,,tidewater-oyster-bar,src-tidewater-oyster-bar-primary,,,cap-tidewater-oyster-bar-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://tidewateroysterbar.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-tidewater-oyster-bar-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-yosake-2026-06-01,,yosake,src-yosake-primary,,,cap-yosake-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://yosake.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-yosake-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-pinpoint-restaurant-2026-06-01,,pinpoint-restaurant,src-pinpoint-restaurant-primary,,,cap-pinpoint-restaurant-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://pinpointrestaurant.com/,,unclear,"Official source was identified, but operating status and public visibility need reconfirmation before any public restaurant or deal visibility.",,,unverified,,needs_review,false,source_identified;operating_status_needs_review,public_hold,,fixtures/prototype/evidence/verified-static/src-pinpoint-restaurant-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check kept on public hold; no deal publication implied until operating status is reconfirmed.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-copper-penny-2026-06-01,,copper-penny,src-copper-penny-primary,,,cap-copper-penny-2026-06-01,2026-06-01T12:00:00-04:00,codex_research,routine,2026-06-01T12:00:00-04:00,2026-06-01T12:05:00-04:00,tier_1_official,https://www.copperpennync.com/,,confirmed,Official or official-linked source identified for Wilmington NC seed set.,,,verified,,lead,false,source_identified,no_public_deal_created,,fixtures/prototype/evidence/verified-static/src-copper-penny-primary.md,,,,codex_research,2026-06-01T12:05:00-04:00,Seed source check; no deal publication implied.,2026-06-15,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-ponysaurus-wilmington-2026-06-02,,ponysaurus-wilmington,src-ponysaurus-wilmington-primary,,,cap-ponysaurus-wilmington-2026-06-02,2026-06-02T09:30:00-04:00,codex_phase_1d,routine,2026-06-02T09:30:00-04:00,2026-06-02T09:35:00-04:00,tier_1_official,https://www.ponysaurusbrewing.com/ilm,,confirmed,Official Wilmington source identified with weekly food-special evidence.,,,verified,,approved,false,source_identified;weekly_food_specials_found,public_deals_created,deal-ponysaurus-monday-half-price-wings;deal-ponysaurus-tuesday-10-pizza;deal-ponysaurus-wednesday-half-price-burger,fixtures/prototype/evidence/verified-static/src-ponysaurus-wilmington-primary.md,,app/public/evidence/source-screenshots/src-ponysaurus-wilmington-primary.png,sha256:f3cea0c97d31bc0ea62decbe35e8af62f51fd252ffb3b6d0326cbb0e3f58acb7,codex_phase_1d,2026-06-02T09:35:00-04:00,Source check supports three static prototype food deals; alcohol-only copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-hells-kitchen-2026-06-02,,hells-kitchen,src-hells-kitchen-primary,,cap-hells-kitchen-2026-06-01,cap-hells-kitchen-2026-06-02,2026-06-02T10:15:00-04:00,codex_phase_1e,routine,2026-06-02T10:15:00-04:00,2026-06-02T10:20:00-04:00,tier_1_official,https://hellskitchenbar.com/,confirmed,confirmed,Official homepage identified with Tuesday food-special evidence.,,verified,verified,lead,approved,false,daily_food_specials_found,public_deal_created,deal-hells-kitchen-tuesday-meatball-sub,fixtures/prototype/evidence/verified-static/src-hells-kitchen-primary.md,,app/public/evidence/source-screenshots/src-hells-kitchen-primary.png,sha256:943575840f15422bb4b78f5c2ba4505d34402462d3cce0910da782e514b7e4b6,codex_phase_1e,2026-06-02T10:20:00-04:00,Source check supports one static prototype food deal; drink specials suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-beat-street-2026-06-02-smashburgers,,beat-street,src-beat-street-primary,,cap-beat-street-2026-06-01,cap-beat-street-2026-06-02-smashburgers,2026-06-02T13:10:00-04:00,codex_phase_1h,routine,2026-06-02T13:10:00-04:00,2026-06-02T13:15:00-04:00,tier_1_official,https://www.beatstreetilm.com/,confirmed,confirmed,Official Beat Street site lists specials for Wilmington: $2 tacos Tuesdays 4-7 PM and $7 smashburgers Wednesdays 4-7 PM.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-beat-street-wednesday-7-smashburgers,fixtures/prototype/evidence/verified-static/src-beat-street-primary.md,,app/public/evidence/source-screenshots/src-beat-street-primary.png,sha256:77117c61f34211cf26a027f521ec9957c601fbd48755ea4e1368b978d7e1ec3d,codex_phase_1h,2026-06-02T13:15:00-04:00,Source check supports one static prototype food deal; restrictions incomplete. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-true-blue-butcher-table-2026-06-02-smash-burgers,,true-blue-butcher-table,src-true-blue-butcher-table-primary,,cap-true-blue-butcher-table-2026-06-01,cap-true-blue-butcher-table-2026-06-02-smash-burgers,2026-06-02T13:10:00-04:00,codex_phase_1h,routine,2026-06-02T13:10:00-04:00,2026-06-02T13:15:00-04:00,tier_1_official,https://www.wearetrueblue.com/truebluebutcherandtable,confirmed,confirmed,Official True Blue Butcher & Table page lists Weekly Deals & Experiences including Smash Burger Wednesday every Wednesday 4pm-7pm and $7 Smash Burgers.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-true-blue-butcher-table-wednesday-7-smash-burgers,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,,app/public/evidence/source-screenshots/src-true-blue-butcher-table-primary.png,sha256:b0cb702bb159308b7c31e11e3adb2cfa1edcd827a3af657c11aee3466097c287,codex_phase_1h,2026-06-02T13:15:00-04:00,Source check supports one static prototype food deal; restrictions incomplete. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-rx-chicken-oysters-2026-06-02-oyster-happy-hour,,rx-chicken-oysters,src-rx-chicken-oysters-primary,,cap-rx-chicken-oysters-2026-06-01,cap-rx-chicken-oysters-2026-06-02-oyster-happy-hour,2026-06-02T13:10:00-04:00,codex_phase_1h,routine,2026-06-02T13:10:00-04:00,2026-06-02T13:15:00-04:00,tier_1_official,https://www.rxwilmington.com/,confirmed,confirmed,Official Rx Chicken & Oysters homepage lists Weekly Specials: Wednesday-Friday Oyster Happy Hour with 1/2 price oysters on the half shell from 5-6pm.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-rx-chicken-oysters-wed-fri-half-price-oysters,fixtures/prototype/evidence/verified-static/src-rx-chicken-oysters-primary.md,,app/public/evidence/source-screenshots/src-rx-chicken-oysters-primary.png,sha256:0c73ac2332551a683b1e27f17261f91bf931c319639f71910533d85cd4a54e22,codex_phase_1h,2026-06-02T13:15:00-04:00,Source check supports one static prototype food deal; restrictions incomplete. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-south-front-tavern-2026-06-02-weekly-food-specials,,south-front-tavern,src-south-front-tavern-primary,,cap-south-front-tavern-2026-06-01,cap-south-front-tavern-2026-06-02-weekly-food-specials,2026-06-02T14:20:00-04:00,codex_phase_1i,routine,2026-06-02T14:20:00-04:00,2026-06-02T14:25:00-04:00,tier_1_official,https://www.southfronttavern.com/,confirmed,confirmed,Official South Front Tavern site lists weekly food specials for Monday empanadas Wednesday quesadillas Thursday SmashBurger and Friday bar bites.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-south-front-tavern-monday-4-empanadas;deal-south-front-tavern-wednesday-half-price-quesadillas;deal-south-front-tavern-thursday-5-smashburger;deal-south-front-tavern-friday-5-bar-bites,fixtures/prototype/evidence/verified-static/src-south-front-tavern-primary.md,,app/public/evidence/source-screenshots/src-south-front-tavern-primary.png,sha256:c693e2d78fab99209c72ab4fbc65874e6f4e0d381cf810ec6e1105a93a21af8d,codex_phase_1i,2026-06-02T14:25:00-04:00,Source check supports four static prototype food deals; alcohol copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-the-cardinal-2026-06-02-weekly-food-specials,,the-cardinal,src-the-cardinal-primary,,cap-the-cardinal-2026-06-01,cap-the-cardinal-2026-06-02-weekly-food-specials,2026-06-02T14:20:00-04:00,codex_phase_1i,routine,2026-06-02T14:20:00-04:00,2026-06-02T14:25:00-04:00,tier_1_official,https://thecardinalilm.com/,confirmed,confirmed,Official The Cardinal site lists weekly food specials for Tuesday half price pizza and Wednesday $5 burgers with dine-in-only restriction.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-the-cardinal-tuesday-half-price-pizza;deal-the-cardinal-wednesday-5-burgers,fixtures/prototype/evidence/verified-static/src-the-cardinal-primary.md,,app/public/evidence/source-screenshots/src-the-cardinal-primary.png,sha256:547cc2b4568a10d607862da577e137377ea5c6b3252e475a7bd8a950e7fe56b5,codex_phase_1i,2026-06-02T14:25:00-04:00,Source check supports two static prototype food deals; alcohol copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-kornerstone-bistro-2026-06-02-weekly-food-specials,,kornerstone-bistro,src-kornerstone-bistro-primary,,cap-kornerstone-bistro-2026-06-01,cap-kornerstone-bistro-2026-06-02-weekly-food-specials,2026-06-02T14:20:00-04:00,codex_phase_1i,routine,2026-06-02T14:20:00-04:00,2026-06-02T14:25:00-04:00,tier_1_official,https://www.kornerstonebistro.com/,confirmed,confirmed,Official Kornerstone Bistro site lists weekly food specials including Tuesday 1/2 Price Mussels.,,verified,verified,lead,approved,true,weekly_food_specials_found,public_deal_created,deal-kornerstone-bistro-tuesday-half-price-mussels,fixtures/prototype/evidence/verified-static/src-kornerstone-bistro-primary.md,,app/public/evidence/source-screenshots/src-kornerstone-bistro-primary.png,sha256:58a4fb83bece32e176fa9f3917f559f0d57f331a60dc707da1e8f317834e9bb7,codex_phase_1i,2026-06-02T14:25:00-04:00,Source check supports one static prototype food deal; alcohol copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
chk-caprice-bistro-2026-06-02-expanded-specials,,caprice-bistro,src-caprice-bistro-primary,,cap-caprice-bistro-2026-06-02,cap-caprice-bistro-2026-06-02-expanded-specials,2026-06-02T15:00:00-04:00,codex_phase_1j,routine,2026-06-02T15:00:00-04:00,2026-06-02T15:05:00-04:00,tier_1_official,https://www.capricebistro.com/weekly-specials,confirmed,confirmed,Official weekly-specials page supports Mussel Mondays and daily Petit Plates.,,verified,verified,approved,approved,true,additional_food_specials_found,public_deals_created,deal-caprice-bistro-monday-mussel-mondays;deal-caprice-bistro-daily-7-petit-plates,fixtures/prototype/evidence/verified-static/src-caprice-bistro-primary.md,,app/public/evidence/source-screenshots/src-caprice-bistro-primary.png,sha256:5dac35a6647ae208d32c22422b237e5863784bb8bc1a16e949f3098844112907,codex_phase_1j,2026-06-02T15:05:00-04:00,Source check supports two additional static prototype food deals; alcohol copy suppressed. Screenshot proof captured for app evidence preview.,2026-06-16,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
