restaurant_id,name,city,state,neighborhood,address,phone,official_website,official_instagram,official_facebook,google_business_url,ordering_url,cuisine,tags,status,last_checked,notes
lazy-pirate-sports-grill-and-axe-throwing,Lazy Pirate Sports Grill and Axe Throwing,,NC,,"Official website/social identify Lazy Pirate at 701 N Lake Park Blvd, Carolina Beach, NC.",,,,https://www.facebook.com/lazypirateislandsportsgrill/posts/whos-ready-for-a-delicious-feast-we-have-ayce-crab-legs-from-4-8pm-every-day-com/1423716099783981/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
michael-s-seafood-restaurant,Michael's Seafood Restaurant,,NC,,"Official website identifies Michael's Seafood Restaurant in Carolina Beach, NC.",,https://michaelsseafood.com/menu/,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
stoked-restaurant,Stoked Restaurant,,NC,,"Official site/Toast identify Stoked Restaurant in Carolina Beach, NC.",,,,,,https://order.toasttab.com/online/stoked-restaurant,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
flaming-amy-s-burrito-barn,Flaming Amy's Burrito Barn,,NC,,Official social references Flaming Amy's Wilmington and CB.,,,,https://www.facebook.com/FlamingAmys/posts/taco-tuesday-at-flaming-amys-means-2-for-3-crunchy-tacos-all-day-plus-1-pbr-draf/10159247516556718/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
si-se-or-modern-mex,Si Señor Modern Mex,,NC,,Official site/Toast identify Si Señor Modern Mex in Wilmington / Porters Neck.,,,,https://www.facebook.com/sisenormodernmex/posts/check-out-our-new-daily-specials-and-come-join-the-fiesta-tonight-margarita-mond/4313837435327291/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
la-tapatia-taqueria,La Tapatia Taqueria,,NC,,"Official website identifies La Tapatia Taqueria in Wilmington, NC.",,https://latapatiawilmington.com/lunch/,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
miranda-mexican-restaurant,Miranda Mexican Restaurant,,NC,,"Official site/social identify Miranda Mexican Restaurant in Wilmington, NC.",,,,https://www.facebook.com/MirandaMexicanRestaurantWilmington/posts/join-us-every-tuesday-for-taco-tuesday-all-tacos-start-at-250-at-miranda-mexican/122139641888463499/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
spindles-filling-station-spindles-at-the-pointe,Spindles Filling Station / Spindles at the Pointe,,NC,,Official site/social identify Spindles at The Pointe / Wilmington.,,,,https://www.facebook.com/spindlesatthepointe/posts/happy-thirsty-thursday-also-known-as-wing-night-at-the-patio-10-for-10-wings-or-/122149915220522301/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
the-crown-and-fiddle-pub-and-kitchen,The Crown & Fiddle Pub and Kitchen,,NC,,Official site identifies The Crown & Fiddle Pub and Kitchen in Wilmington / Masonboro Loop area.,,,https://www.instagram.com/thecrownandfiddle/,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
mi-rey-taqueria-and-grill,Mi Rey Taqueria & Grill,,NC,,Official website identifies Mi Rey Taqueria & Grill on Market St / Wilmington.,,https://www.mireytaqueriaygrillnc.com/home,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
el-cerro-grande,El Cerro Grande,,NC,,Official El Cerro Grande source covers Wilmington-area locations/menu.,,https://elcerrogranderestaurant.com/menu,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
antonio-s-pizza-and-pasta,Antonio's Pizza & Pasta,,NC,,"Official Toast lists Antonio's Pizza & Pasta at 5932 Carolina Beach Road Suite 100, Wilmington, NC.",,,,,,https://order.toasttab.com/online/antonios-pizza-monkey-junction-5932-carolina-beach-road-suite-100,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
dough-house-pizza-co,Dough House Pizza Co.,,NC,,"Official Toast lists Dough House Pizza Co at 300 North Front Street, Wilmington, NC 28401.",,,,,,https://www.toasttab.com/local/order/dough-house-pizza-co-300-north-front-street,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
ledo-pizza,Ledo Pizza,,NC,,"Official Ledo location page lists Wilmington at 6801 Parker Farm Drive, Wilmington, NC 28405.",,https://ledopizza.com/menu/deals/,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
uncle-vinny-s-pizzeria-ristorante,Uncle Vinny's Pizzeria Ristorante,,NC,,"Official social identifies Uncle Vinny's Pizzeria Ristorante in Carolina Beach, NC.",,,,https://www.facebook.com/UncleVinnys/videos/-weekly-specials-at-uncle-vinnys-%EF%B8%8F-weekday-lunch-999-lunch-specials-from-open-ti/1993216958132796/,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
henry-s-restaurant-and-bar,Henry's Restaurant & Bar,,NC,,"Official website lists 2508 Independence Blvd, Wilmington, NC 28412.",,https://www.henrysrestaurant.com/,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
ruckerjohns-of-wilmington,RuckerJohns of Wilmington,,NC,,"Official page lists 5564 Carolina Beach Rd, Wilmington; Mon-Sat 11am-10pm; closed Sundays.",,https://ruckerjohnswilmington.com/daily-specials/,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
the-harp,The Harp,,NC,,"Official website identifies The Harp as an authentic Irish restaurant and pub in Wilmington, North Carolina.",,https://harpwilmington.com/specials.html,,,,,,gpt-discovery-loop-2026-07-05,lead,2026-07-05,Auto-derived from deal-intake.csv on intake; city/cuisine/phone not independently confirmed - fill during human review.
